Metabolite,Compound.Class,Soil 1,Soil 2,Soil 3,Soil 4,Soil 5,Soil 6,Soil 7,Soil 8,Soil 9,Soil 10,Soil 11,Soil 12,Soil 13,Soil 14,Soil 15,Soil 16,Soil 21,Soil 22,Soil 23,Soil 24,Soil 25,Soil 26,Soil 27,Soil 28,Soil 37,Soil 38,Soil 39,Soil 40,Soil 41,Soil 42,Soil 43,Soil 44,Soil 49,Soil 50,Soil 51,Soil 52,Soil 53,Soil 54,Soil 55,Soil 56,Soil 57,Soil 58,Soil 59,Soil 60,Soil 61,Soil 62,Soil 63,Soil 64,Soil 69,Soil 70,Soil 71,Soil 72,Soil 73,Soil 74,Soil 75,Soil 76,Soil Pre r1,Soil Pre r2,Soil Pre r3,Soil Pre r4
D-ribitol,Sugar/Sugar alcohols,4994255.424,2393146.094,3474191.542,4282758.699,2866612.443,8591961.075,5384272.226,2979158.428,7925800.915,2577172.119,2638845.958,4639876.048,462408.3839,4015318.443,4105785.022,6064930.059,3290942.412,2377732.441,1889019.135,5524482.922,2409223.566,2998577,4828909.478,7896983.461,6007326.487,8833285.428,5802789.414,8636413.912,11823989.67,15747265.3,5450045.368,6610225.082,6449242.625,11815144.64,8221863.761,12832663.7,7783446.476,9656455.587,4247486.567,6300049,9568760.664,6266070.172,5836902.751,25161348.65,21326403.49,13431666.72,6454396.315,79634599.3,5186142.141,4960005.897,8500255.633,3067733.179,6608886.434,3530472.381,132264959.3,9283882.334,2459851.89,2462247.104,2338136.87,30384279.02
D-ribose,Sugar/Sugar alcohols,1292335.458,1414928.942,1005330.153,983465.0232,621786.0531,1546123.85,1026110.712,1009755.147,1661652.706,1262086.139,1791777.595,1206024.231,339567.0391,1480517.769,1333222.297,1663678.037,1926525.381,1808928.555,1089099.644,1615601.708,1475407.847,995906.5495,1387438.305,1210745.675,5848557.951,5759699.743,4483028.975,5406778.401,4417366.358,4445859.285,4002502.542,3771347.854,996280.4782,2354764.576,135231.2211,1567896.325,6505224.15,6822045.953,6598363.623,5936376.939,6763629.028,5950702.606,4686141.591,5648401.014,20116429.75,15033553.06,9746773.756,14843346.27,5935757.915,5237465.932,6274490.6,4335531.111,3945723.529,3682882.156,2953577.489,2911564.429,7453351.474,7725615.401,7489852.593,6821663.693
D-sorbitol,Sugar/Sugar alcohols,961696,7332793,803098,9012172,806945.853,1041271,8581853,9233790.885,8283344,4397748,47643.91738,7461148,3818676,8279064,3025535.588,7758356,7892612,957994,6535649,1025266,9195245,6742071,9548617,476166.4353,4268434.019,1687598,1346387,4313441,413709.7336,1382746.886,541868.1366,728898.1454,501393,425310.2297,1467177,56312.88881,772622.8463,1194785.566,290537.3483,11216508,490991.0288,850154,9361239.103,14847088.26,626020.9605,11069010.96,1332647.424,9302005.077,471244.2312,288041.6109,270738.2505,7933992,9713433,7954912,237178.2541,56932.54197,379946.6966,421843.4487,632709.7277,506235.9745
D-sphingosine,Amino alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10627.50643,183870.072,15299829.57,0,0,4820950.066,0,203913.2626,379977.7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13657.82995,339915.4795,0,0,612642.5555,0,0,0,0,0,0
D-threitol,Sugar/Sugar alcohols,250133.6296,483773.24,210207.5567,1561677.452,202095.4942,426196.6356,143693.6153,98374.76669,235648.961,216775.5719,220153.6462,1101957.466,111429.9922,180999.4469,1595982.397,2121188.557,314551.1579,215770.6064,211716.4324,2165286.538,261120.691,287806.7773,2250326.901,1805738.884,2706163.953,2198993.523,1692152.607,2935328.148,1315471.294,2001500.121,1471160.557,1063961.177,190422.7753,272415.7322,67690.59423,228792.0059,2819758.414,2893221.186,3866369.134,757386.2602,2502380.909,2019269.685,1310450.337,2489930.929,7646951.689,7497088.998,3472695.894,11914763.92,1570913.081,2703169.084,1782593.359,2504995.911,1524840.188,1239848.955,681737.5071,735770.3535,1447346.084,1522686.714,1442407.048,1373786.436
D-xylitol,Sugar/Sugar alcohols,0,0,0,0,0,0,0,0,0,0,0,110835.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132604.1852,655374.3094,647392.6736,461634.7855,0,0,420199.3203,0,0,0,0,0,0,0,497655.1161,0,300816.8938,0,0,231630.7274,0,1323724.166,1392652.209,1340423.734,1238840.215
D-xylose,Sugar/Sugar alcohols,2267472,1981947,735807.1026,674251,592224,1142185,1563647,1040232,1483097,1811506,906692.2448,965181,243338,1191209,467500.0866,1501845.764,5471076,973010,475987,779951,1017497,704119,1063648,760092,3998792.522,2401685.998,1590213.548,2934671.667,1848316.537,3351541.841,1541347.936,1980919.362,726624.4007,2279724.416,154316,1313020,3005133.22,4044960.862,3626486,13972218,2532658.033,2657679.57,2244632.096,1810093.044,17142715,27275335.71,14065824,41781651.89,2650765.921,3619955.066,3137005.669,2309375,2554862,2938783.358,2866297,1489536.328,9416229.513,10409323.01,9363191.727,8779001.119
Erythritol,Sugar/Sugar alcohols,416443,381935.8273,2277930,304644,407050.4547,590670,252844.4462,2047754.322,398529,240470.4542,245158.8005,1254795,127065.9962,372215.6672,1517752.825,283491.6895,224206.3776,346835.952,405392.1595,2034084.064,309220.2691,444906.6064,131946.44,1900043,4057387.202,3362861.722,2495693,4838351.942,1961600.939,2876216.441,2589357.252,2444609.516,299624.8853,526593.9109,88282.96478,2056534,987560.176,4804349.736,6634401.803,3421832.81,644686.8422,3174707.102,2082606.591,4444000.394,23246564.45,24451384.17,15846972.25,20286184.77,4616511.611,3963461,7588269.975,1296085.3,2240079.069,1829760.547,2554219.497,1091323.402,2643874.665,2621098.634,2545013.224,2794427.402
ethanolamine,Amino alcohol,4342772.06,5748774.51,2660506.578,5884485.551,3389106.287,6560682.936,7753801.175,4956349.236,4373747.518,4141200.858,4758603.453,6783341.599,2166843.254,6620099.821,8201859.813,8850314.634,6691746.343,3554617.892,5070151.868,7021429.653,6016661.175,4682003.634,4996814.549,5429848.179,7450233.918,5570354.977,4963561.597,3762248.773,6982660.075,8591467.805,6874121.207,5541886.312,3915829.887,4652098.486,1473015.767,5512435.414,6294799,4717104.189,4978959.302,3246685.106,6443669.033,4892267.054,7007068.357,8480190.911,9197318.069,6578525.623,6032972.534,4660202.618,6684207.433,4863206.502,7040705.388,6383031.423,4600179.25,5544294.979,6157875.922,5222017.852,324421,746921,790823.7873,648543
Ethyl glucuronide,Sugar/Sugar alcohols,1030810.713,1788384.222,690064.6445,409196.5195,406627.8986,1814694.546,21022099.77,1133507.195,1209082.733,570023.7298,965023.0429,912064.5858,10305228.72,1042822.125,1044677.044,1509299.164,1098719.549,770363.5738,387619.2613,641890.8336,477358,485046.4918,583767.0378,687921.8955,4349922.425,4468487.988,3654347.441,3950466.144,2031795.232,2187108.214,1724958.108,2070984.317,588670.4135,1315631.393,215967.8931,978395.3871,3507479.727,3321813.406,2886145.016,3011316.877,2828389.94,2444142.344,1378900.405,2425997.773,122012814.8,170407077.3,112889829.9,204844456.3,2950655.753,1665759.261,2835371.406,2245730.933,1633153.02,1533167.286,1769017.598,1814350.083,1935527.141,1920149.817,2052516.59,2007631.477
Fumaric acid,Dicarboxylic acid,490815.8715,639448.3997,475718.7692,398743.6465,1996439.532,452992.9372,486390.7859,434730.47,782276.6198,499116.7265,541679.7661,2487088,532651.6707,872716.9203,1063430.729,881238.0716,525847.8608,645161.4127,232232.9504,477769.3732,458257.2918,410874.9737,3868818.065,389404.1152,515502.5401,482404.2829,490351.3721,3955652,472778.2325,338891,2741125.391,469035.9483,212170.1076,526769.8017,343857.7748,335057.4379,706555.7423,612423.9901,314833.3597,961676.6521,551365.1042,544748.7834,308156.342,343372.0863,3866896.345,193776.0184,229202.5859,274677.3184,592295.506,471579.5744,3603999.464,2007341.284,637709.8037,603797.0785,434914.8939,421304.152,523438.1032,563639.8035,573103.6183,494083.612
Galactinol,Sugar/Sugar alcohols,2134497.279,1766190.391,1837692.661,1247527.839,643071.6146,1859870.654,1453890.895,1584507.417,1647261.492,1583749.394,1812956.236,1550817.508,216004.1414,1911658.09,1635414.363,2344896.831,2047815.815,1834782.906,1019155.383,1372342.252,1895664.278,1782752.984,1482665.002,1263932.613,2709176.33,3130772.608,2725559.683,3143787.438,3081117.14,3424624.962,2464462.324,2030874.663,569313.1781,2124237.977,150511.7606,2260879.866,3192944.105,2948631.436,2731876.714,2727466.915,2599457.606,2492595.022,2073021.485,3228302.18,3592107.156,5906950.171,2696108.103,6425176.316,2790755.599,2442047.581,2667223.398,1632190.713,2282642.876,2817201.685,1703052.33,1956619.74,485023.1299,774030.3962,628757.9069,615644.7431
Galactitol,Sugar/Sugar alcohols,128585.8393,52413196.17,53818166.72,51242923.98,5062319.568,1328805.543,3918888.852,52860996.68,598420,3856228.748,1473217,3949212.298,1092054.43,232462.8914,63641527.74,614240.0672,4098424.293,3854364.596,47515836.41,56800037.66,271379,3729095.769,3801050.385,422220.9641,6538828.951,5628427.372,692055.7263,4452341,698006.6603,9779181,52917723.59,570157,141703.3266,3378573.944,1506381.562,435308.1381,3898025,6323863,938447.4935,944896.9429,2358002,759657.3994,874917.0157,1259992,743645.0715,5601760.122,5965708,76936819,674806.5082,665445,1664128,511896.1159,439732,489847,914049.815,826845.4089,2165145.169,2427039.935,2424160.225,2153910.619
Galactonic acid,Sugar/Sugar alcohols,181794.4797,204433.5751,186470.3544,116206.0286,46674.381,135480.6523,119150.4536,152646.7003,238375.1367,126102.323,156111.5387,198213.2722,13479.40295,145056.4768,118972.7705,134504.8482,126649.4671,192127.5713,67531.32893,101546.4023,209612.9642,91168.43288,144248.3225,92922.8404,63043.70794,66063.68487,52788.51341,38945.82607,81933.35064,55627.5161,34241.6234,58854.99909,23144.59658,73975.98842,0,58271.23348,63523.62412,96612.88443,47870.74275,53929.16523,113316.7481,81237.36664,49688.94276,78017.67397,210684.5259,114388.0789,101186.843,130960.4733,56062.80788,56122.76689,56718.33741,18504.48038,71082.40613,46547.58825,49197.24416,37745.27694,99460.9575,108421.5249,101203.8265,68223.57862
Glucosamine-1-phosphate,Sugar/Sugar alcohols,30079073.21,24661556.16,22489828.15,22280929.08,11010121.79,23099953.14,18430902.12,16213551.11,26848262.52,20673780.4,25289904.75,17318065.47,5224337.323,28662791.02,23314838.66,25317849.35,20116337.57,20568378.43,10726623.16,13766114.28,22286579.56,17824316.44,21186005.28,15758749.51,41595294.63,40496173.4,31135896.58,41682745.44,26398818.81,27422770.58,18748298.97,21818575.66,12833615.79,21806223.01,1120767.133,16126451.06,33570395.33,40945259.96,32785844.44,30333939.08,28996076.86,30939762.58,20702667.37,26756299.09,76711897.7,71242935.92,43932719.17,69306589.74,28043253.07,30117076.71,28352415.3,17782428.43,21518056.63,26958628.31,19881649.36,17747591.34,15586257.92,17012303.61,17082415.72,15744472.43
Glyceric acid,Sugar/Sugar alcohols,474993.5162,628131.1487,235454.3421,577193.6979,457731.8703,192351.3369,533435.8026,752572.8801,1154781.768,671888.2419,853472.4305,242233.2321,391835.9708,858860.9722,815297.2417,1435243.916,651808.1225,539182.5815,339103.7185,654479.9181,739088.4427,573698.2442,961648.0823,563627.3463,1673685.457,1521920.823,1118030.166,1454098.721,1074524.136,1095576.575,946161.1545,840887.4744,201467.5026,730402.3354,132174.9506,662701.3307,1366013.272,1568891.417,1106679.359,673303.0389,1350742.151,1357368.004,759541.5155,1051189.501,4611839.309,1812288.889,1416156.207,1855439.248,1391281.373,1155309.373,1574692.95,671810.4192,1266498.463,1134750.099,835442.6722,873588.9321,2172631.079,2264090.519,2277339.18,2156952.328
Glycerol,Sugar/Sugar alcohols,40422384.17,40832603.01,35502535.01,36019784.29,19517419.82,39070742.67,38916170.68,32250984.06,42416801.85,37136490.55,45415662.57,31362853.65,16168492.39,47194576.18,39992594.75,45115258.18,38769412.05,33425106.83,38346726,35523864.54,36792855.71,30738709.67,35854450.42,35097050.85,28843341.78,32419406.53,29432685.45,31855873.14,29555703.38,28876222.82,26851236.61,28557452.4,18649373.33,32040027.59,8673929.597,27157248.94,22769118.5,56138839.39,32495260.95,18754312.74,27503305.45,30837950.43,25422986.85,33206498.69,30979068.87,9393059.575,25338900.09,17052047.15,34469894.81,32800429.69,33452338.27,22811525.44,38778383.25,37273318.85,32710592.14,32189326.28,30891034.96,32110096.64,30967205.71,29431059.64
Glycine,Amino acid,924143.9129,454219.2038,2136722.407,1600302.652,551317.7186,170076.1843,222894.5946,1625320.682,1689066.977,350953.6491,442049.6628,1652820.961,1551698.747,364934.7334,1826499.608,1638445.312,259542.1597,255922.5349,193641.0964,1899529.028,335045.4591,286988.2366,1551292.828,1864567.134,1911238.819,1069129.04,1279003.873,1250485.614,1711584.837,2244974.654,823499.8009,1323233.076,326695.3527,2232379.6,403967.8799,602750.0896,1674632.561,1039355.991,859864.6096,1017973.794,887219.4182,1323115.558,839738.5356,905379.539,1596942.248,474868.0548,718968.7183,369382.506,536440.0869,1309067.954,1591069.358,678713.9584,2129360.152,1916237.799,988586.5,1860424.144,1607748.389,1586430.761,1604612.627,1983911.802
Glycolic acid,Hydroxy acids,1480696.142,1534176.445,2175016.752,2122449.891,1089252.114,1350165.077,1677847.609,2080508.872,1949676.556,2012372.951,2137219.613,1996345.915,1752678.005,1188579.571,2219430.598,2892315.819,1511427.763,2221246.595,1518081.98,2142829.651,952435.9137,1942832.133,2182599.595,1766783.668,3365764.553,2466067.32,1887824.6,2906857.284,2206015.767,2779184.553,2852345.18,1850500.978,653125.8999,1010848.276,1091474.769,1641300.895,3071428.754,2431343.134,1750678.368,2513726.978,3222120.52,1446774.807,2320911.865,2572920.203,10408837.71,6466008.511,4993444.432,7122732.688,2734638.366,2755849.717,4552636.018,3033971.546,2247261.776,2735010.97,1160243.924,2030512.505,3694930.394,4148866.868,4160221.876,4171516.63
Hydrocinnamic acid,Phenylpropanoic acid,1615670.359,1891825.963,1017737.644,268784.6264,1596299.094,1923659.766,601992.5271,715685.1517,2422105.404,1248319.797,1170625.887,287119.942,1986703.617,1098077.601,1067305.968,725524.5459,2275923.673,1457600.126,645218.2368,586587.0935,2129049.573,1156138.92,1105723.143,825021.8182,1587689.294,1267220.085,822053.7108,360379.8213,1876995.032,701686.2088,452030.8777,457185.5225,925554.7618,1426436.808,253562.7423,393866.8833,2439384.851,888171.201,458314.9323,99287.66056,1955596.016,1080902.088,437526.0159,423895.0028,2875580.806,845240.0156,323807.0716,190449.8409,2476496.107,1016033.1,699246.2943,349222.8087,2581817.857,1460670.738,573063.3806,359641.0259,1955179.919,1235968.063,992382.7559,771717.3543
Isomaltose,Sugar/Sugar alcohols,1142414.824,1374800.539,1387274.964,1270306.492,551688.1578,1366237.798,2029446.266,1553776.27,1580166.987,1157699.612,1187464.755,1132479.686,968046.5256,1794191.399,1969850.967,2187234.31,1684771.147,1215112.399,869577.6279,1075620.313,1003071.379,1189326.053,714231.0614,1261836.898,15609387.81,14145033.07,11571002.47,14614873.16,4698580.017,7986988.971,5207615.834,4991222.004,160111.3167,1404668.199,34716.71668,1292150.662,20501919.4,18150992.28,14535292.25,14275299.74,10817202.48,8660868.954,4026220.327,9713551.551,70783665.33,67940803.54,43370282.11,65825953,15973710.71,10857092.72,14213876.63,7663316.23,5252952.914,4785466.107,3215568.18,3648173.977,1199794.256,1624662.805,1244397.243,1125815.628
Lactic acid,Hydroxy acids,20918321.25,16322788.43,29458760.85,6951408.616,11051083.69,40186847.41,11965978.66,10412075.64,22706492.89,9434423.909,13265373.31,18352363.8,4454785.374,15750183.13,9796173.015,9398029.327,11429973.21,5553450.633,24083266.68,17628344.68,19643560.95,10147698.79,9129073.124,22194529.21,6756252.002,4070549.98,14746218.4,11052026.37,10436723.21,5197639.231,5041675.979,6738508.722,2770099.077,7732622.706,5186275.532,5500888.857,9216324.13,3190507.281,12291237.39,6131755.585,9654525.139,6991614.591,5395869.574,13149589.36,27256107.28,25906313.94,22414389.73,23460698.41,7491980.091,13594003,14738653.34,12172903.1,9269472.036,6892024.395,2578584.083,2264918.053,16407210.68,16542113.43,16835820.46,15540998.64
Lactitol,Fatty acyl glycoside,361067,2028455.503,798637,319954,194534.4057,626735.8152,376649,719396,742908,435128,464100,422165,417126.7102,626689,536790,1267234.052,743155.4578,473652.766,338169,530407,224252.0553,419555,252473.7709,288518,2232334.702,2578835.285,2731627.169,2514645.933,963444.9927,1872608.814,1775251.571,1179336.717,250879.5567,1006776,53681.7017,905984.9271,2324662.751,5109840.789,3285174.061,4248642.105,1406506.075,1624042.414,880296,1965215.716,228775911.2,137891400.5,90946024,79320111.69,1681741.236,872300,2175059.582,4042512.736,754009.4707,882667,340791,525543.2497,660824,750016,529502,479685
L-alanine,Amino acid,3070160,7256723.997,1314970,1615526,10830220.68,6089766.459,1604357,2788237,757289,2965003,1665916,1640945,1212941,6343881.439,3015072,2171961,8006628.006,937025,7964092,3786666,5548570.655,2267465.185,973827,900919,21129181.16,22341153.6,14376663.92,12128162.02,18897318.05,30493010.25,22491369.19,16940115.02,15743053.06,14089131.76,5157327.32,9007474.155,31355638.19,13857631.84,15467629.22,7878766.3,21463963.34,15614100.49,11204246.94,14371369.5,26100536.16,3114692.674,9730876.708,1283711,20371797.96,14456968.89,25797363.78,27062553.82,17745202.6,3784805,24954428.94,9722549.105,6469662,5154726,4650230,1135286
L-allothreonine,Amino acid,47048.77012,3583697,1362896,116516.9227,39334.64093,120318,168148.5421,79778.40014,2373716,201971.6595,1853426,195200.081,1514494.628,105720.1612,4525730.306,106197.289,125953,78977.4234,199947,91771.02566,153903.9046,58326.31402,189838,3435910.755,123952.5904,113754,120352.9467,103646,130766.4713,162483.7688,115490,105928,61540,70793.3982,886252,92252.3825,171793.3217,3354940.952,135305,732130.3229,151211.8569,128054.2171,128395,126401,191288,1369384.708,4915766.932,4967618.333,179747,119056.5276,142317,4821888.658,166792.3441,2976892,134445,93795,644074.179,678917.1267,648080.2948,580929.6359
Lauric acid,Fatty acid,6569282.408,7394230.12,3365749.072,3687966,3938685.199,6898676.296,3076454.26,2643526.809,8824371.667,3935189.73,4159402.938,1399321.264,5070323.952,3447152.351,4682657.341,3811584,8826398.494,5289363.041,2199352.593,1608696.158,7225720.097,4016042.105,3362318.485,2925545.768,7679694.268,6880260.162,4338913.299,3110567.741,8223959.051,5362983.7,2402175.647,3674264.913,2586770.923,6733925.787,313214.0505,2188092.858,11063249.83,4740409.866,4023437.635,2490602.547,9450498.942,5669921.14,3567733.043,3052416.933,10327338.85,6016262.811,2227812.123,3933582.025,10830869.95,5290701.157,4134286.996,1825851.039,9788368.493,6874851.097,4145237.987,3695402.111,6482455.777,4320918.568,4193747.272,2898869.06
Leucrose,Sugar/Sugar alcohols,543667,598579.7199,485894,368938.8192,311654.3385,966519,742699.7546,376587.9033,904946,668217,778127,508363.7932,345460.7857,1936712,777897.8751,975229.2912,1148895.098,769278.0942,474482,306931.4547,461069,553235.2125,651931.6992,473309,8092376,5590799.603,10217758.95,3970272,2351418.191,3807006.685,3122697.121,1818702.033,293935.1722,978245,55319.80152,535811.9838,33841246.33,2851071.311,2612775.389,7618076.15,2892802.593,2592450.619,4079228.073,2702889.992,143155386.5,64274023.85,46036847.21,77713088,2766087.925,1512412.818,3392516.675,1469761.681,10137945.68,1419304.99,802426.5564,921979.4177,581029.2103,691493.6276,603270.9827,403988.6991
L-glutamic acid,Amino acid,1007201.66,4755662.22,1372650.171,720941.6891,695223.6626,4561554.705,2022554.25,1990222.545,4243141.901,3717922.111,885103.5091,1376833.852,7519068.046,33391168.42,22449337.9,27846735.11,4127080.574,3013067.001,4356678.618,4784800.837,2080992.603,3981084.999,1168960.693,1856296.27,5041207.216,3762582.202,1838253.054,3003858.019,1696589.149,3862393.703,2565861.655,1978371.309,327162.04,2986022.954,31723.28582,2021845.039,8510480.582,1608712.927,1602143.412,656934.0553,4487699.484,3072738.194,1164887.671,1244093.388,8090285.002,335530.8266,1044994.729,63391.36085,6917812.978,2560886.479,7127583.888,1360834.97,4368890.133,3551612.574,2990571.533,2556678.72,3552908.837,4312052.132,3966345.331,3396197.599
